record_id,county_id,county_name,region,breed_id,breed_name,breed_type,altitude_m,avg_temp_c,min_temp_c,max_temp_c,avg_humidity_pct,annual_rainfall_mm,avg_thi,min_thi,max_thi,thi_category,disease_index,vegetation_zone,soil_fertility,milk_yield_actual,milk_yield_potential,yield_ratio,heat_tolerance_score,disease_resistance_score,feed_efficiency_score,overall_suitability,suitability_class,confidence,validation_source
10400,11,Laikipia,Rift Valley,B001,Friesian,Pure Exotic,1850,20.5,12.8,28.1,60,720,68.9,59.2,77.3,Moderate Stress,6.8,Savannah Grassland,Low,29.3,30.0,0.976,3,3.7,8,83.7,Good,8.1,Expert
10401,11,Laikipia,Rift Valley,B001,Friesian,Pure Exotic,1850,21.785722194623133,12.8,28.1,60,720,73.2,59.2,77.3,Moderate Stress,6.8,Savannah Grassland,Low,30.2,30.0,1.007,3,3.7,8,49.6,Poor,8.6,Seasonal
10402,11,Laikipia,Rift Valley,B001,Friesian,Pure Exotic,1850,22.35562771087922,12.8,28.1,60,720,75.1,59.2,77.3,Stress,6.8,Savannah Grassland,Low,30.6,30.0,1.02,3,3.7,8,47.1,Poor,8.7,Seasonal
10403,11,Laikipia,Rift Valley,B001,Friesian,Pure Exotic,1850,17.91770630526575,12.8,28.1,60,720,60.2,59.2,77.3,Comfortable,6.8,Savannah Grassland,Low,27.4,30.0,0.915,3,3.7,8,91.3,Good,8.3,Seasonal
10404,11,Laikipia,Rift Valley,B002,Ayrshire,Pure Exotic,1850,20.5,12.8,28.1,60,720,68.9,59.2,77.3,Moderate Stress,6.8,Savannah Grassland,Low,22.7,24.0,0.947,5,4.7,7,92.4,Excellent,9.0,Expert
10405,11,Laikipia,Rift Valley,B002,Ayrshire,Pure Exotic,1850,21.92427555879529,12.8,28.1,60,720,73.7,59.2,77.3,Moderate Stress,6.8,Savannah Grassland,Low,23.5,24.0,0.98,5,4.7,7,85.8,Good,7.6,Seasonal
10406,11,Laikipia,Rift Valley,B002,Ayrshire,Pure Exotic,1850,18.9446848891624,12.8,28.1,60,720,63.7,59.2,77.3,Comfortable,6.8,Savannah Grassland,Low,21.9,24.0,0.911,5,4.7,7,86.5,Good,8.8,Seasonal
10407,11,Laikipia,Rift Valley,B002,Ayrshire,Pure Exotic,1850,18.77316602225197,12.8,28.1,60,720,63.1,59.2,77.3,Comfortable,6.8,Savannah Grassland,Low,21.8,24.0,0.907,5,4.7,7,93.8,Good,8.0,Seasonal
10408,11,Laikipia,Rift Valley,B003,Jersey,Pure Exotic,1850,20.5,12.8,28.1,60,720,68.9,59.2,77.3,Moderate Stress,6.8,Savannah Grassland,Low,19.3,20.0,0.967,6,5.6,9,88.3,Excellent,9.0,Expert
10409,11,Laikipia,Rift Valley,B003,Jersey,Pure Exotic,1850,20.84048583826643,12.8,28.1,60,720,70.0,59.2,77.3,Moderate Stress,6.8,Savannah Grassland,Low,19.5,20.0,0.975,6,5.6,9,93.2,Good,7.8,Seasonal
10410,11,Laikipia,Rift Valley,B003,Jersey,Pure Exotic,1850,23.55245358374896,12.8,28.1,60,720,77.3,59.2,77.3,Stress,6.8,Savannah Grassland,Low,20.8,20.0,1.039,6,5.6,9,53.7,Fair,8.5,Seasonal
10411,11,Laikipia,Rift Valley,B003,Jersey,Pure Exotic,1850,18.652186073214242,12.8,28.1,60,720,62.7,59.2,77.3,Comfortable,6.8,Savannah Grassland,Low,18.5,20.0,0.924,6,5.6,9,92.9,Good,7.6,Seasonal
10412,11,Laikipia,Rift Valley,B004,Sahiwal,Pure Indigenous,1850,20.5,12.8,28.1,60,720,68.9,59.2,77.3,Moderate Stress,6.8,Savannah Grassland,Low,13.1,14.0,0.935,9,8.4,7,93.7,Excellent,8.7,Literature
10413,11,Laikipia,Rift Valley,B004,Sahiwal,Pure Indigenous,1850,21.897089779062792,12.8,28.1,60,720,73.6,59.2,77.3,Moderate Stress,6.8,Savannah Grassland,Low,13.5,14.0,0.967,9,8.4,7,100.0,Good,8.1,Seasonal
10414,11,Laikipia,Rift Valley,B004,Sahiwal,Pure Indigenous,1850,19.55250020416382,12.8,28.1,60,720,65.7,59.2,77.3,Comfortable,6.8,Savannah Grassland,Low,12.8,14.0,0.914,9,8.4,7,97.0,Good,9.0,Seasonal
10415,11,Laikipia,Rift Valley,B004,Sahiwal,Pure Indigenous,1850,17.671671527186767,12.8,28.1,60,720,59.4,59.2,77.3,Comfortable,6.8,Savannah Grassland,Low,12.2,14.0,0.871,9,8.4,7,86.4,Good,8.4,Seasonal
10416,11,Laikipia,Rift Valley,B005,Boran,Pure Indigenous,1850,20.5,12.8,28.1,60,720,68.9,59.2,77.3,Moderate Stress,6.8,Savannah Grassland,Low,9.6,10.0,0.964,9,8.4,6,97.7,Excellent,8.7,Literature
10417,11,Laikipia,Rift Valley,B005,Boran,Pure Indigenous,1850,22.96431646366924,12.8,28.1,60,720,77.2,59.2,77.3,Stress,6.8,Savannah Grassland,Low,10.2,10.0,1.021,9,8.4,6,97.5,Good,7.9,Seasonal
10418,11,Laikipia,Rift Valley,B005,Boran,Pure Indigenous,1850,21.067954520849174,12.8,28.1,60,720,70.8,59.2,77.3,Moderate Stress,6.8,Savannah Grassland,Low,9.8,10.0,0.977,9,8.4,6,100.0,Good,7.8,Seasonal
10419,11,Laikipia,Rift Valley,B005,Boran,Pure Indigenous,1850,21.256244488915417,12.8,28.1,60,720,71.4,59.2,77.3,Moderate Stress,6.8,Savannah Grassland,Low,9.8,10.0,0.981,9,8.4,6,99.6,Good,8.6,Seasonal
10420,11,Laikipia,Rift Valley,B006,Friesian × Sahiwal,Crossbreed,1850,20.5,12.8,28.1,60,720,68.9,59.2,77.3,Moderate Stress,6.8,Savannah Grassland,Low,21.0,22.0,0.953,7,6.5,8,91.4,Excellent,9.4,Expert
10421,11,Laikipia,Rift Valley,B006,Friesian × Sahiwal,Crossbreed,1850,18.885891448281846,12.8,28.1,60,720,63.5,59.2,77.3,Comfortable,6.8,Savannah Grassland,Low,20.1,22.0,0.915,7,6.5,8,99.4,Good,7.8,Seasonal
10422,11,Laikipia,Rift Valley,B006,Friesian × Sahiwal,Crossbreed,1850,22.67946832422291,12.8,28.1,60,720,76.2,59.2,77.3,Stress,6.8,Savannah Grassland,Low,22.1,22.0,1.004,7,6.5,8,94.8,Good,7.9,Seasonal
10423,11,Laikipia,Rift Valley,B006,Friesian × Sahiwal,Crossbreed,1850,22.780111892825943,12.8,28.1,60,720,76.6,59.2,77.3,Stress,6.8,Savannah Grassland,Low,22.1,22.0,1.006,7,6.5,8,94.4,Good,8.3,Seasonal
10424,11,Laikipia,Rift Valley,B007,Ayrshire × Sahiwal,Crossbreed,1850,20.5,12.8,28.1,60,720,68.9,59.2,77.3,Moderate Stress,6.8,Savannah Grassland,Low,18.9,20.0,0.946,7,6.5,7,93.6,Excellent,8.2,Expert
10425,11,Laikipia,Rift Valley,B007,Ayrshire × Sahiwal,Crossbreed,1850,23.386885782362018,12.8,28.1,60,720,77.3,59.2,77.3,Stress,6.8,Savannah Grassland,Low,20.2,20.0,1.012,7,6.5,7,92.6,Good,8.5,Seasonal
10426,11,Laikipia,Rift Valley,B007,Ayrshire × Sahiwal,Crossbreed,1850,19.42491889498187,12.8,28.1,60,720,65.3,59.2,77.3,Comfortable,6.8,Savannah Grassland,Low,18.4,20.0,0.921,7,6.5,7,97.5,Good,7.7,Seasonal
10427,11,Laikipia,Rift Valley,B007,Ayrshire × Sahiwal,Crossbreed,1850,23.389399427233048,12.8,28.1,60,720,77.3,59.2,77.3,Stress,6.8,Savannah Grassland,Low,20.2,20.0,1.012,7,6.5,7,94.5,Good,7.9,Seasonal
10428,11,Laikipia,Rift Valley,B008,Jersey × Sahiwal,Crossbreed,1850,20.5,12.8,28.1,60,720,68.9,59.2,77.3,Moderate Stress,6.8,Savannah Grassland,Low,16.6,18.0,0.92,8,7.5,8,92.5,Excellent,8.8,Expert
10429,11,Laikipia,Rift Valley,B008,Jersey × Sahiwal,Crossbreed,1850,22.522632700178047,12.8,28.1,60,720,75.7,59.2,77.3,Stress,6.8,Savannah Grassland,Low,17.4,18.0,0.966,8,7.5,8,95.9,Good,7.9,Seasonal
10430,11,Laikipia,Rift Valley,B008,Jersey × Sahiwal,Crossbreed,1850,21.220441667614782,12.8,28.1,60,720,71.3,59.2,77.3,Moderate Stress,6.8,Savannah Grassland,Low,16.9,18.0,0.936,8,7.5,8,98.6,Good,7.8,Seasonal
10431,11,Laikipia,Rift Valley,B008,Jersey × Sahiwal,Crossbreed,1850,18.455858180173152,12.8,28.1,60,720,62.0,59.2,77.3,Comfortable,6.8,Savannah Grassland,Low,15.7,18.0,0.874,8,7.5,8,87.1,Good,8.6,Seasonal
10432,11,Laikipia,Rift Valley,B009,Friesian × Boran,Crossbreed,1850,20.5,12.8,28.1,60,720,68.9,59.2,77.3,Moderate Stress,6.8,Savannah Grassland,Low,18.8,20.0,0.938,7,6.5,7,96.5,Excellent,9.3,Literature
10433,11,Laikipia,Rift Valley,B009,Friesian × Boran,Crossbreed,1850,21.024929341040025,12.8,28.1,60,720,70.7,59.2,77.3,Moderate Stress,6.8,Savannah Grassland,Low,19.0,20.0,0.95,7,6.5,7,98.4,Good,7.8,Seasonal
10434,11,Laikipia,Rift Valley,B009,Friesian × Boran,Crossbreed,1850,18.113305659296024,12.8,28.1,60,720,60.9,59.2,77.3,Comfortable,6.8,Savannah Grassland,Low,17.7,20.0,0.884,7,6.5,7,89.8,Good,7.6,Seasonal
10435,11,Laikipia,Rift Valley,B009,Friesian × Boran,Crossbreed,1850,20.691692597206345,12.8,28.1,60,720,69.5,59.2,77.3,Moderate Stress,6.8,Savannah Grassland,Low,18.9,20.0,0.943,7,6.5,7,99.0,Good,7.6,Seasonal
10436,11,Laikipia,Rift Valley,B010,Ayrshire × Boran,Crossbreed,1850,20.5,12.8,28.1,60,720,68.9,59.2,77.3,Moderate Stress,6.8,Savannah Grassland,Low,16.9,18.0,0.937,7,7.5,7,92.9,Excellent,9.4,Expert
10437,11,Laikipia,Rift Valley,B010,Ayrshire × Boran,Crossbreed,1850,20.54449407343361,12.8,28.1,60,720,69.0,59.2,77.3,Moderate Stress,6.8,Savannah Grassland,Low,16.9,18.0,0.938,7,7.5,7,92.2,Good,7.7,Seasonal
10438,11,Laikipia,Rift Valley,B010,Ayrshire × Boran,Crossbreed,1850,23.492775256196907,12.8,28.1,60,720,77.3,59.2,77.3,Stress,6.8,Savannah Grassland,Low,18.1,18.0,1.006,7,7.5,7,100.0,Good,7.5,Seasonal
10439,11,Laikipia,Rift Valley,B010,Ayrshire × Boran,Crossbreed,1850,23.278642480352918,12.8,28.1,60,720,77.3,59.2,77.3,Stress,6.8,Savannah Grassland,Low,18.0,18.0,1.001,7,7.5,7,97.9,Good,8.8,Seasonal
10440,12,Narok,Rift Valley,B001,Friesian,Pure Exotic,1850,20.8,12.4,29.2,62,850,69.4,59.8,78.5,Moderate Stress,6.4,Savannah Woodland,Medium,28.5,30.0,0.951,3,3.7,8,88.9,Excellent,8.7,Literature
10441,12,Narok,Rift Valley,B001,Friesian,Pure Exotic,1850,18.551423829679393,12.4,29.2,62,850,61.9,59.8,78.5,Comfortable,6.4,Savannah Woodland,Medium,27.0,30.0,0.9,3,3.7,8,85.2,Good,8.0,Seasonal
10442,12,Narok,Rift Valley,B001,Friesian,Pure Exotic,1850,22.077207959476674,12.4,29.2,62,850,73.7,59.8,78.5,Moderate Stress,6.4,Savannah Woodland,Medium,29.4,30.0,0.98,3,3.7,8,47.9,Poor,8.5,Seasonal
10443,12,Narok,Rift Valley,B001,Friesian,Pure Exotic,1850,23.732251167709368,12.4,29.2,62,850,78.5,59.8,78.5,Stress,6.4,Savannah Woodland,Medium,30.5,30.0,1.018,3,3.7,8,47.3,Poor,8.5,Seasonal
10444,12,Narok,Rift Valley,B002,Ayrshire,Pure Exotic,1850,20.8,12.4,29.2,62,850,69.4,59.8,78.5,Moderate Stress,6.4,Savannah Woodland,Medium,23.3,24.0,0.972,5,4.7,7,90.4,Excellent,8.3,Literature
10445,12,Narok,Rift Valley,B002,Ayrshire,Pure Exotic,1850,22.909839407404203,12.4,29.2,62,850,76.4,59.8,78.5,Stress,6.4,Savannah Woodland,Medium,24.5,24.0,1.021,5,4.7,7,53.2,Fair,8.5,Seasonal
10446,12,Narok,Rift Valley,B002,Ayrshire,Pure Exotic,1850,20.782370527412585,12.4,29.2,62,850,69.3,59.8,78.5,Moderate Stress,6.4,Savannah Woodland,Medium,23.3,24.0,0.972,5,4.7,7,92.0,Good,8.8,Seasonal
10447,12,Narok,Rift Valley,B002,Ayrshire,Pure Exotic,1850,21.240604819026295,12.4,29.2,62,850,70.9,59.8,78.5,Moderate Stress,6.4,Savannah Woodland,Medium,23.6,24.0,0.982,5,4.7,7,86.7,Good,8.9,Seasonal
10448,12,Narok,Rift Valley,B003,Jersey,Pure Exotic,1850,20.8,12.4,29.2,62,850,69.4,59.8,78.5,Moderate Stress,6.4,Savannah Woodland,Medium,19.2,20.0,0.961,6,5.6,9,94.3,Excellent,8.3,Literature
10449,12,Narok,Rift Valley,B003,Jersey,Pure Exotic,1850,20.137713891281948,12.4,29.2,62,850,67.2,59.8,78.5,Comfortable,6.4,Savannah Woodland,Medium,18.9,20.0,0.945,6,5.6,9,93.9,Good,7.7,Seasonal
10450,12,Narok,Rift Valley,B003,Jersey,Pure Exotic,1850,21.784954700722942,12.4,29.2,62,850,72.7,59.8,78.5,Moderate Stress,6.4,Savannah Woodland,Medium,19.7,20.0,0.983,6,5.6,9,97.2,Good,7.6,Seasonal
10451,12,Narok,Rift Valley,B003,Jersey,Pure Exotic,1850,23.77756690954102,12.4,29.2,62,850,78.5,59.8,78.5,Stress,6.4,Savannah Woodland,Medium,20.6,20.0,1.029,6,5.6,9,52.1,Fair,8.8,Seasonal
10452,12,Narok,Rift Valley,B004,Sahiwal,Pure Indigenous,1850,20.8,12.4,29.2,62,850,69.4,59.8,78.5,Moderate Stress,6.4,Savannah Woodland,Medium,13.4,14.0,0.954,9,8.4,7,100.0,Excellent,9.1,Literature
10453,12,Narok,Rift Valley,B004,Sahiwal,Pure Indigenous,1850,20.201835607102446,12.4,29.2,62,850,67.4,59.8,78.5,Comfortable,6.4,Savannah Woodland,Medium,13.2,14.0,0.94,9,8.4,7,96.7,Good,8.5,Seasonal
10454,12,Narok,Rift Valley,B004,Sahiwal,Pure Indigenous,1850,22.72095867771345,12.4,29.2,62,850,75.8,59.8,78.5,Stress,6.4,Savannah Woodland,Medium,14.0,14.0,0.998,9,8.4,7,100.0,Good,8.7,Seasonal
10455,12,Narok,Rift Valley,B004,Sahiwal,Pure Indigenous,1850,20.398039884432702,12.4,29.2,62,850,68.1,59.8,78.5,Moderate Stress,6.4,Savannah Woodland,Medium,13.2,14.0,0.945,9,8.4,7,100.0,Good,7.7,Seasonal
10456,12,Narok,Rift Valley,B005,Boran,Pure Indigenous,1850,20.8,12.4,29.2,62,850,69.4,59.8,78.5,Moderate Stress,6.4,Savannah Woodland,Medium,9.2,10.0,0.92,9,8.4,6,98.8,Excellent,8.5,Expert
10457,12,Narok,Rift Valley,B005,Boran,Pure Indigenous,1850,20.15211759564175,12.4,29.2,62,850,67.2,59.8,78.5,Comfortable,6.4,Savannah Woodland,Medium,9.1,10.0,0.906,9,8.4,6,98.3,Good,8.1,Seasonal
10458,12,Narok,Rift Valley,B005,Boran,Pure Indigenous,1850,20.47984820516459,12.4,29.2,62,850,68.3,59.8,78.5,Moderate Stress,6.4,Savannah Woodland,Medium,9.1,10.0,0.913,9,8.4,6,95.8,Good,8.1,Seasonal
10459,12,Narok,Rift Valley,B005,Boran,Pure Indigenous,1850,19.098162474122066,12.4,29.2,62,850,63.7,59.8,78.5,Comfortable,6.4,Savannah Woodland,Medium,8.8,10.0,0.883,9,8.4,6,83.3,Good,8.4,Seasonal
10460,12,Narok,Rift Valley,B006,Friesian × Sahiwal,Crossbreed,1850,20.8,12.4,29.2,62,850,69.4,59.8,78.5,Moderate Stress,6.4,Savannah Woodland,Medium,20.8,22.0,0.947,7,6.6,8,96.8,Excellent,8.7,Expert
10461,12,Narok,Rift Valley,B006,Friesian × Sahiwal,Crossbreed,1850,23.06720197332819,12.4,29.2,62,850,77.0,59.8,78.5,Stress,6.4,Savannah Woodland,Medium,22.0,22.0,0.999,7,6.6,8,95.4,Good,8.2,Seasonal
10462,12,Narok,Rift Valley,B006,Friesian × Sahiwal,Crossbreed,1850,17.84000649063216,12.4,29.2,62,850,59.8,59.8,78.5,Comfortable,6.4,Savannah Woodland,Medium,19.4,22.0,0.88,7,6.6,8,87.9,Good,8.1,Seasonal
10463,12,Narok,Rift Valley,B006,Friesian × Sahiwal,Crossbreed,1850,20.16865415279666,12.4,29.2,62,850,67.3,59.8,78.5,Comfortable,6.4,Savannah Woodland,Medium,20.5,22.0,0.933,7,6.6,8,96.0,Good,8.3,Seasonal
10464,12,Narok,Rift Valley,B007,Ayrshire × Sahiwal,Crossbreed,1850,20.8,12.4,29.2,62,850,69.4,59.8,78.5,Moderate Stress,6.4,Savannah Woodland,Medium,19.1,20.0,0.956,7,6.6,7,96.2,Excellent,9.2,Literature
10465,12,Narok,Rift Valley,B007,Ayrshire × Sahiwal,Crossbreed,1850,23.642467862758792,12.4,29.2,62,850,78.5,59.8,78.5,Stress,6.4,Savannah Woodland,Medium,20.4,20.0,1.021,7,6.6,7,83.4,Good,7.8,Seasonal
10466,12,Narok,Rift Valley,B007,Ayrshire × Sahiwal,Crossbreed,1850,17.727192339863606,12.4,29.2,62,850,59.8,59.8,78.5,Comfortable,6.4,Savannah Woodland,Medium,17.7,20.0,0.885,7,6.6,7,87.9,Good,8.8,Seasonal
10467,12,Narok,Rift Valley,B007,Ayrshire × Sahiwal,Crossbreed,1850,19.199329530636106,12.4,29.2,62,850,64.1,59.8,78.5,Comfortable,6.4,Savannah Woodland,Medium,18.4,20.0,0.919,7,6.6,7,99.3,Good,7.6,Seasonal
10468,12,Narok,Rift Valley,B008,Jersey × Sahiwal,Crossbreed,1850,20.8,12.4,29.2,62,850,69.4,59.8,78.5,Moderate Stress,6.4,Savannah Woodland,Medium,16.8,18.0,0.931,8,7.5,8,100.0,Excellent,8.2,Expert
10469,12,Narok,Rift Valley,B008,Jersey × Sahiwal,Crossbreed,1850,19.282285782575972,12.4,29.2,62,850,64.3,59.8,78.5,Comfortable,6.4,Savannah Woodland,Medium,16.1,18.0,0.897,8,7.5,8,94.7,Good,8.0,Seasonal
10470,12,Narok,Rift Valley,B008,Jersey × Sahiwal,Crossbreed,1850,22.69088160247582,12.4,29.2,62,850,75.7,59.8,78.5,Stress,6.4,Savannah Woodland,Medium,17.5,18.0,0.973,8,7.5,8,97.2,Good,8.0,Seasonal
10471,12,Narok,Rift Valley,B008,Jersey × Sahiwal,Crossbreed,1850,21.488482807860127,12.4,29.2,62,850,71.7,59.8,78.5,Moderate Stress,6.4,Savannah Woodland,Medium,17.0,18.0,0.947,8,7.5,8,98.9,Good,7.9,Seasonal
10472,12,Narok,Rift Valley,B009,Friesian × Boran,Crossbreed,1850,20.8,12.4,29.2,62,850,69.4,59.8,78.5,Moderate Stress,6.4,Savannah Woodland,Medium,18.3,20.0,0.917,7,6.6,7,94.4,Excellent,8.3,Literature
10473,12,Narok,Rift Valley,B009,Friesian × Boran,Crossbreed,1850,18.81217528962071,12.4,29.2,62,850,62.8,59.8,78.5,Comfortable,6.4,Savannah Woodland,Medium,17.5,20.0,0.873,7,6.6,7,95.4,Good,8.6,Seasonal
10474,12,Narok,Rift Valley,B009,Friesian × Boran,Crossbreed,1850,18.346912000111203,12.4,29.2,62,850,61.2,59.8,78.5,Comfortable,6.4,Savannah Woodland,Medium,17.3,20.0,0.863,7,6.6,7,93.7,Good,7.9,Seasonal
10475,12,Narok,Rift Valley,B009,Friesian × Boran,Crossbreed,1850,23.688663701482497,12.4,29.2,62,850,78.5,59.8,78.5,Stress,6.4,Savannah Woodland,Medium,19.6,20.0,0.981,7,6.6,7,69.9,Fair,8.7,Seasonal
10476,12,Narok,Rift Valley,B010,Ayrshire × Boran,Crossbreed,1850,20.8,12.4,29.2,62,850,69.4,59.8,78.5,Moderate Stress,6.4,Savannah Woodland,Medium,16.4,18.0,0.913,7,7.5,7,97.3,Excellent,8.9,Both
10477,12,Narok,Rift Valley,B010,Ayrshire × Boran,Crossbreed,1850,21.434057757713106,12.4,29.2,62,850,71.5,59.8,78.5,Moderate Stress,6.4,Savannah Woodland,Medium,16.7,18.0,0.927,7,7.5,7,99.9,Good,8.8,Seasonal
10478,12,Narok,Rift Valley,B010,Ayrshire × Boran,Crossbreed,1850,19.10321777696134,12.4,29.2,62,850,63.7,59.8,78.5,Comfortable,6.4,Savannah Woodland,Medium,15.8,18.0,0.875,7,7.5,7,94.0,Good,8.4,Seasonal
10479,12,Narok,Rift Valley,B010,Ayrshire × Boran,Crossbreed,1850,20.244817651593838,12.4,29.2,62,850,67.5,59.8,78.5,Comfortable,6.4,Savannah Woodland,Medium,16.2,18.0,0.9,7,7.5,7,100.0,Good,8.9,Seasonal
10480,13,Kajiado,Rift Valley,B001,Friesian,Pure Exotic,1450,22.5,14.8,31.8,58,550,73.8,63.5,83.1,Moderate Stress,7.8,Arid Savannah,Low,21.7,30.0,0.724,3,3.7,8,43.2,Poor,9.2,Expert
10481,13,Kajiado,Rift Valley,B001,Friesian,Pure Exotic,1450,24.677646649967325,14.8,31.8,58,550,80.9,63.5,83.1,Severe Stress,7.8,Arid Savannah,Low,22.8,30.0,0.759,3,3.7,8,43.5,Poor,8.5,Seasonal
10482,13,Kajiado,Rift Valley,B001,Friesian,Pure Exotic,1450,19.76986336838401,14.8,31.8,58,550,64.8,63.5,83.1,Comfortable,7.8,Arid Savannah,Low,20.4,30.0,0.68,3,3.7,8,84.9,Good,8.2,Seasonal
10483,13,Kajiado,Rift Valley,B001,Friesian,Pure Exotic,1450,23.08460712643445,14.8,31.8,58,550,75.7,63.5,83.1,Stress,7.8,Arid Savannah,Low,22.0,30.0,0.733,3,3.7,8,42.4,Poor,8.6,Seasonal
10484,13,Kajiado,Rift Valley,B002,Ayrshire,Pure Exotic,1450,22.5,14.8,31.8,58,550,73.8,63.5,83.1,Moderate Stress,7.8,Arid Savannah,Low,17.3,24.0,0.722,5,4.6,7,90.0,Excellent,8.1,Expert
10485,13,Kajiado,Rift Valley,B002,Ayrshire,Pure Exotic,1450,23.458307627992045,14.8,31.8,58,550,76.9,63.5,83.1,Stress,7.8,Arid Savannah,Low,17.7,24.0,0.737,5,4.6,7,47.3,Poor,8.3,Seasonal
10486,13,Kajiado,Rift Valley,B002,Ayrshire,Pure Exotic,1450,20.690642898782833,14.8,31.8,58,550,67.9,63.5,83.1,Comfortable,7.8,Arid Savannah,Low,16.6,24.0,0.693,5,4.6,7,85.9,Good,8.4,Seasonal
10487,13,Kajiado,Rift Valley,B002,Ayrshire,Pure Exotic,1450,22.47817629729939,14.8,31.8,58,550,73.7,63.5,83.1,Moderate Stress,7.8,Arid Savannah,Low,17.3,24.0,0.721,5,4.6,7,91.1,Good,7.7,Seasonal
10488,13,Kajiado,Rift Valley,B003,Jersey,Pure Exotic,1450,22.5,14.8,31.8,58,550,73.8,63.5,83.1,Moderate Stress,7.8,Arid Savannah,Low,14.8,20.0,0.74,6,5.5,9,90.5,Excellent,8.6,Literature
10489,13,Kajiado,Rift Valley,B003,Jersey,Pure Exotic,1450,23.798944021439496,14.8,31.8,58,550,78.1,63.5,83.1,Stress,7.8,Arid Savannah,Low,15.2,20.0,0.762,6,5.5,9,51.2,Fair,7.7,Seasonal
10490,13,Kajiado,Rift Valley,B003,Jersey,Pure Exotic,1450,19.827740133343124,14.8,31.8,58,550,65.0,63.5,83.1,Comfortable,7.8,Arid Savannah,Low,13.9,20.0,0.696,6,5.5,9,90.8,Good,8.4,Seasonal
10491,13,Kajiado,Rift Valley,B003,Jersey,Pure Exotic,1450,20.97558449927869,14.8,31.8,58,550,68.8,63.5,83.1,Moderate Stress,7.8,Arid Savannah,Low,14.3,20.0,0.715,6,5.5,9,85.0,Good,7.6,Seasonal
10492,13,Kajiado,Rift Valley,B004,Sahiwal,Pure Indigenous,1450,22.5,14.8,31.8,58,550,73.8,63.5,83.1,Moderate Stress,7.8,Arid Savannah,Low,13.0,14.0,0.932,9,8.3,7,100.0,Excellent,8.5,Expert
10493,13,Kajiado,Rift Valley,B004,Sahiwal,Pure Indigenous,1450,21.521225064365577,14.8,31.8,58,550,70.6,63.5,83.1,Moderate Stress,7.8,Arid Savannah,Low,12.8,14.0,0.911,9,8.3,7,93.8,Good,8.3,Seasonal
10494,13,Kajiado,Rift Valley,B004,Sahiwal,Pure Indigenous,1450,19.58138480424745,14.8,31.8,58,550,64.2,63.5,83.1,Comfortable,7.8,Arid Savannah,Low,12.2,14.0,0.871,9,8.3,7,98.9,Good,7.9,Seasonal
10495,13,Kajiado,Rift Valley,B004,Sahiwal,Pure Indigenous,1450,22.770080423580445,14.8,31.8,58,550,74.7,63.5,83.1,Stress,7.8,Arid Savannah,Low,13.1,14.0,0.937,9,8.3,7,100.0,Good,8.5,Seasonal
10496,13,Kajiado,Rift Valley,B005,Boran,Pure Indigenous,1450,22.5,14.8,31.8,58,550,73.8,63.5,83.1,Moderate Stress,7.8,Arid Savannah,Low,9.4,10.0,0.939,9,8.3,6,98.4,Excellent,8.5,Literature
10497,13,Kajiado,Rift Valley,B005,Boran,Pure Indigenous,1450,25.83544068824288,14.8,31.8,58,550,83.1,63.5,83.1,Severe Stress,7.8,Arid Savannah,Low,10.1,10.0,1.009,9,8.3,6,99.6,Good,8.3,Seasonal
10498,13,Kajiado,Rift Valley,B005,Boran,Pure Indigenous,1450,24.05689094411491,14.8,31.8,58,550,78.9,63.5,83.1,Stress,7.8,Arid Savannah,Low,9.7,10.0,0.972,9,8.3,6,97.7,Good,7.6,Seasonal
10499,13,Kajiado,Rift Valley,B005,Boran,Pure Indigenous,1450,22.92050350717589,14.8,31.8,58,550,75.2,63.5,83.1,Stress,7.8,Arid Savannah,Low,9.5,10.0,0.948,9,8.3,6,100.0,Good,7.8,Seasonal
10500,13,Kajiado,Rift Valley,B006,Friesian × Sahiwal,Crossbreed,1450,22.5,14.8,31.8,58,550,73.8,63.5,83.1,Moderate Stress,7.8,Arid Savannah,Low,20.3,22.0,0.922,7,6.5,8,95.9,Excellent,8.8,Expert
10501,13,Kajiado,Rift Valley,B006,Friesian × Sahiwal,Crossbreed,1450,22.165003819742747,14.8,31.8,58,550,72.7,63.5,83.1,Moderate Stress,7.8,Arid Savannah,Low,20.1,22.0,0.915,7,6.5,8,96.6,Good,8.0,Seasonal
10502,13,Kajiado,Rift Valley,B006,Friesian × Sahiwal,Crossbreed,1450,23.61315414028872,14.8,31.8,58,550,77.5,63.5,83.1,Stress,7.8,Arid Savannah,Low,20.8,22.0,0.945,7,6.5,8,96.9,Good,8.9,Seasonal
10503,13,Kajiado,Rift Valley,B006,Friesian × Sahiwal,Crossbreed,1450,20.70883405252431,14.8,31.8,58,550,67.9,63.5,83.1,Comfortable,7.8,Arid Savannah,Low,19.5,22.0,0.885,7,6.5,8,93.2,Good,7.7,Seasonal
10504,13,Kajiado,Rift Valley,B007,Ayrshire × Sahiwal,Crossbreed,1450,22.5,14.8,31.8,58,550,73.8,63.5,83.1,Moderate Stress,7.8,Arid Savannah,Low,19.3,20.0,0.966,7,6.5,7,98.8,Excellent,8.8,Literature
10505,13,Kajiado,Rift Valley,B007,Ayrshire × Sahiwal,Crossbreed,1450,22.64146634658628,14.8,31.8,58,550,74.3,63.5,83.1,Stress,7.8,Arid Savannah,Low,19.4,20.0,0.969,7,6.5,7,95.3,Good,7.6,Seasonal
